fms_report_id,postcode,latitude,longitude
329123,LE,52.495750323752,-0.77903088813743
330093,RG,51.461479982706,-0.97910000453153
330133,GL,51.717681604509,-1.9718772451531
341672,SP,51.195045,-1.498992
341668,S,53.20024673091,-1.4456840640998
341667,S,53.220165142527,-1.4066847378385
329765,WA,53.51030283505,-2.7260136524175
330123,OX,51.904946284993,-1.1409693726655
330132,BL,53.657183467334,-2.3164971625054
341509,N,51.629609374623,-0.17457793839992
341508,N,51.596611057229,-0.19903797279319
332270,OX,51.736557807823,-1.2191967174984
330167,KT,51.387338313615,-0.34692390733204
330183,DD,56.456573290674,-3.0116616152319
341730,CB,52.186117,0.044972
341715,IP,52.196269606778,0.97872388432367
341719,TA,51.17332198395,-3.0907780811617
330384,G,55.859946260166,-4.347696401382
341738,FK,55.966708914605,-3.744662877639
341736,FK,55.98697233132,-3.7384777180238
341757,SO,51.068774,-1.314948
341755,WD,51.653872518425,-0.27966218120428
341748,AL,51.736378460172,-0.35329748380027
332617,IP,52.440496797233,0.62738219327713
341747,FK,55.985885,-3.696219
330230,GU,51.022837107254,-0.94227838020285
330238,LN,53.369708635299,0.0039044407284317
330245,PL,50.620941656111,-4.7544769905389
341802,PR,53.663563388008,-2.7424776252554
330276,KT,51.392409,-0.532614
330283,RG,51.422924166933,-0.84945982391948
342588,BH,50.75173011698,-1.6327163291619
341822,G,55.840709679457,-4.284853597671
341820,G,55.839528919497,-4.2780729732816
330336,NW,51.563706248678,-0.2064929410549
330326,L,53.342896450463,-2.8542648365475
341836,LA,54.293921890928,-2.602403091903
330339,CH,53.190974706532,-2.8577587558743
341538,RH,51.142343741311,-0.040546154601209
330379,CV,52.127487561032,-1.7954583615573
341074,RH,51.262323,-0.18117
341862,LE,52.555541,-1.189413
330408,N,51.574678977789,-0.17490683787499
330420,SG,51.973742071193,-0.23487202625972
341845,RG,51.362411121339,-1.1599270952285
330235,LU,51.938274332698,-0.70100819679076
341888,PA,55.450413657226,-5.6939473828578
330513,EH,56.000640014505,-2.5146527689197
330471,SK,53.368277047586,-2.1245261718747
330468,CH,53.205306725185,-2.876396568709
332299,LE,52.609340549507,-1.1638285547637
330493,RH,50.983775995045,-0.36799903892484
330508,SK,53.395569382477,-2.0991841672663
